MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Id,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Mo Sold,SalePrice,Age,Remod Age,Garage Age,Total Area,OverallQual & GrLivArea,GarageArea & Cars,Age & RemodAge,FullBath & RmsAbvGrd
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,533,60,65.0,8127,7,5,0.0,410.0,0.0,402.0,812.0,812,841,0,1653,1.0,0.0,2,1,3,1,6,0,2.0,628.0,0,45,0,0,0,0,3,209000,8,8,8.0,11265.0,11571,1256.0,64,12
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,BrkFace,None,4,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,4,Y,FuseA,5,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,718,70,70.0,8400,6,7,0.0,0.0,0.0,917.0,917.0,1090,917,0,2007,0.0,0.0,2,0,3,1,8,0,1.0,357.0,0,235,0,0,0,0,6,160000,111,61,81.0,11916.0,12042,357.0,6771,16
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,3,TA,CBlock,Fa,TA,Gd,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,1830,20,44.0,10751,5,5,44.0,787.0,0.0,250.0,1037.0,1037,0,0,1037,1.0,0.0,1,0,2,1,5,0,2.0,431.0,136,47,0,0,0,0,8,129000,37,37,37.0,13483.0,5185,862.0,1369,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,4,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,4,Y,SBrkr,3,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,2929,20,77.0,10010,5,5,0.0,1071.0,123.0,195.0,1389.0,1389,0,0,1389,1.0,0.0,1,0,2,1,6,1,2.0,418.0,240,38,0,0,0,0,4,170000,37,36,36.0,13484.0,6945,836.0,1332,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,3,TA,PConc,TA,TA,No,LwQ,Unf,GasA,3,N,SBrkr,4,Typ,4,Detchd,Unf,4,TA,P,None,MnPrv,None,WD ,2207,30,40.0,4280,5,6,0.0,365.0,0.0,75.0,440.0,694,0,0,694,0.0,0.0,1,0,2,1,4,1,1.0,352.0,0,0,34,0,0,0,3,90350,98,9,21.0,5800.0,3470,352.0,882,4
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,2,N,FuseF,3,Typ,0,None,None,0,None,N,None,None,None,WD ,1417,50,60.0,9600,6,5,0.0,0.0,0.0,572.0,572.0,572,524,0,1096,0.0,0.0,1,0,2,1,5,0,0.0,0.0,0,8,128,0,0,0,4,79000,87,61,87.0,11404.0,6576,0.0,5307,5
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,TA,PConc,TA,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,GdWo,None,WD ,2787,20,70.0,9800,5,7,0.0,894.0,0.0,0.0,894.0,894,0,0,894,1.0,0.0,1,0,3,1,5,0,2.0,552.0,256,0,0,0,0,0,7,149900,39,39,36.0,12396.0,4470,1104.0,1521,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,3,TA,CBlock,Gd,TA,No,Rec,ALQ,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1037,20,63.0,7560,5,5,0.0,119.0,613.0,132.0,864.0,864,0,0,864,1.0,0.0,1,0,3,1,5,0,2.0,576.0,0,0,0,0,0,0,5,123000,40,40,34.0,9864.0,4320,1152.0,1600,5
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,None,2,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,2,N,SBrkr,3,Min2,0,2Types,Unf,2,Fa,N,None,None,None,WD ,2659,70,60.0,9600,4,2,0.0,0.0,0.0,1095.0,1095.0,1095,679,0,1774,1.0,0.0,2,0,4,2,8,0,3.0,779.0,0,0,90,0,0,0,5,87000,111,61,91.0,13338.0,7096,2337.0,6771,16
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,3,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,1,Attchd,Fin,3,TA,Y,Gd,GdPrv,None,WD ,1567,80,76.0,9880,6,6,0.0,522.0,0.0,574.0,1096.0,1118,0,0,1118,1.0,0.0,1,0,3,1,6,1,1.0,358.0,203,0,0,0,0,576,7,171000,34,34,34.0,13231.0,6708,358.0,1156,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,3,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,3,Y,FuseA,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,1225,50,80.0,9600,6,5,0.0,280.0,0.0,752.0,1032.0,1032,220,0,1252,0.0,0.0,1,0,3,1,6,0,1.0,288.0,0,0,96,0,0,0,4,119000,61,61,61.0,12268.0,7512,288.0,3721,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,3,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,GdPrv,None,WD ,685,20,70.0,7931,5,5,0.0,1148.0,0.0,0.0,1148.0,1148,0,0,1148,1.0,0.0,1,0,3,1,6,0,1.0,672.0,0,0,0,0,0,0,7,132500,52,52,52.0,10899.0,5740,672.0,2704,6
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,2,Gd,PConc,TA,TA,No,Unf,Unf,GasA,2,Y,SBrkr,4,Typ,4,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,1358,70,0.0,5100,8,7,0.0,0.0,0.0,588.0,588.0,833,833,0,1666,0.0,0.0,1,0,3,1,7,1,1.0,228.0,192,63,0,0,0,0,6,161000,86,15,86.0,7837.0,13328,228.0,1290,7
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,BuiltIn,Fin,3,TA,Y,None,None,None,WD ,1461,60,0.0,9720,9,5,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,1.0,0.0,2,1,3,1,7,1,3.0,725.0,168,116,0,0,0,0,1,274000,10,9,10.0,14167.0,17523,2175.0,90,14
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,3,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,2,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,221,20,70.0,8521,5,5,0.0,842.0,0.0,70.0,912.0,912,0,0,912,0.0,0.0,1,0,3,1,5,1,1.0,336.0,0,0,0,0,0,0,5,125000,44,44,37.0,10681.0,4560,336.0,1936,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,3,TA,CBlock,TA,TA,No,Unf,Unf,GasA,3,N,SBrkr,3,Typ,0,None,None,0,None,N,None,GdWo,None,WD ,2187,90,52.0,8741,5,6,0.0,0.0,0.0,1195.0,1195.0,1195,0,0,1195,0.0,0.0,2,0,4,2,8,0,0.0,0.0,118,0,0,0,0,0,7,98500,65,61,65.0,11249.0,5975,0.0,3965,16
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,2,Attchd,RFn,3,TA,Y,None,GdPrv,None,WD ,2504,20,89.0,12461,8,5,0.0,1456.0,0.0,168.0,1624.0,1624,0,0,1624,1.0,0.0,2,0,2,1,5,1,3.0,757.0,0,114,192,0,0,0,7,262000,17,16,17.0,16772.0,12992,2271.0,272,10
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,855,20,76.0,6950,5,7,40.0,710.0,72.0,132.0,914.0,914,0,0,914,1.0,0.0,1,0,2,1,5,0,2.0,444.0,0,0,0,0,0,0,10,134900,32,32,32.0,9262.0,4570,888.0,1024,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,4,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,P,None,None,None,WD ,2258,20,115.0,16905,5,6,0.0,967.0,0.0,383.0,1350.0,1328,0,0,1328,0.0,1.0,1,1,2,1,5,2,1.0,308.0,0,104,0,0,0,0,7,170000,52,52,52.0,19995.0,6640,308.0,2704,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,4,Detchd,Unf,3,TA,N,None,MnPrv,None,WD ,2205,70,53.0,7155,6,8,0.0,0.0,0.0,686.0,686.0,686,775,0,1461,0.0,0.0,1,0,3,1,6,1,1.0,225.0,0,0,116,0,0,0,7,135000,85,20,85.0,9643.0,8766,225.0,1700,6
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,5,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,1158,60,0.0,9205,6,5,304.0,704.0,0.0,226.0,930.0,1364,1319,0,2683,1.0,0.0,2,1,4,1,9,2,2.0,473.0,237,251,0,0,196,0,6,290000,21,20,21.0,14279.0,16098,946.0,420,18
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,New,1741,20,64.0,7697,7,6,0.0,0.0,0.0,1246.0,1246.0,1258,0,0,1258,0.0,0.0,2,0,3,1,6,0,2.0,462.0,0,0,0,0,0,0,8,173500,4,4,4.0,10663.0,8806,924.0,16,12
RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,Gd,CBlock,TA,Gd,No,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,2735,20,78.0,7800,5,8,0.0,603.0,0.0,293.0,896.0,1112,896,0,2008,1.0,0.0,3,0,3,1,8,0,1.0,230.0,103,0,0,0,0,0,8,225000,63,9,63.0,11037.0,10040,230.0,567,24
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,3,Y,SBrkr,3,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,CWD,1888,20,0.0,14357,5,5,0.0,311.0,167.0,386.0,864.0,1187,0,0,1187,1.0,0.0,1,0,2,1,6,1,2.0,440.0,128,0,0,0,0,0,8,140500,50,50,50.0,16976.0,5935,880.0,2500,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,4,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,2121,20,65.0,8775,5,5,0.0,495.0,0.0,495.0,990.0,990,0,0,990,0.0,0.0,1,0,3,1,5,0,1.0,299.0,0,64,0,0,0,0,4,126000,17,17,15.0,11118.0,4950,299.0,289,5
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1176,160,24.0,2645,8,5,466.0,612.0,0.0,348.0,960.0,962,624,0,1586,1.0,0.0,2,1,3,1,7,0,2.0,480.0,169,0,0,0,0,0,12,170000,12,12,12.0,6306.0,12688,960.0,144,14
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,2773,20,43.0,13568,5,5,0.0,716.0,0.0,274.0,990.0,990,0,0,990,0.0,1.0,1,0,3,1,5,0,2.0,576.0,224,0,0,0,0,0,7,156000,16,16,15.0,16348.0,4950,1152.0,256,5
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,2619,20,47.0,16321,5,6,0.0,1277.0,0.0,207.0,1484.0,1600,0,0,1600,1.0,0.0,1,0,2,1,6,2,1.0,319.0,288,258,0,0,0,0,12,207500,54,14,54.0,20270.0,8000,319.0,756,6
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,Fin,3,TA,Y,None,None,None,New,1796,60,72.0,8640,8,5,0.0,350.0,0.0,546.0,896.0,896,896,0,1792,0.0,0.0,2,1,3,1,8,0,2.0,590.0,184,96,0,0,0,0,11,255000,4,4,4.0,12198.0,14336,1180.0,16,16
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,3,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,3,Y,SBrkr,3,Typ,1,BuiltIn,RFn,3,TA,Y,None,GdWo,None,WD ,1598,180,21.0,1596,4,6,0.0,437.0,0.0,25.0,462.0,526,462,0,988,1.0,0.0,1,0,1,1,4,1,1.0,297.0,0,101,0,120,0,0,7,94900,38,38,38.0,3444.0,3952,297.0,1444,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,3,TA,CBlock,TA,TA,No,Rec,Unf,GasA,3,Y,SBrkr,3,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,1965,20,70.0,7315,5,6,0.0,625.0,0.0,545.0,1170.0,1170,0,0,1170,0.0,1.0,1,0,3,1,6,1,1.0,338.0,0,0,0,0,225,0,3,140000,53,53,53.0,10218.0,5850,338.0,2809,6
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,4,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,4,Y,FuseA,3,Typ,0,Detchd,Unf,3,TA,N,None,None,None,WD ,2651,70,42.0,7614,3,5,0.0,0.0,0.0,738.0,738.0,714,662,0,1376,0.0,0.0,1,0,2,1,7,0,1.0,216.0,0,0,104,0,225,0,3,96900,106,61,81.0,10273.0,4128,216.0,6466,7
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,5,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,5,Y,SBrkr,3,Typ,1,Attchd,RFn,3,TA,Y,None,MnPrv,None,WD ,609,20,0.0,11000,5,6,200.0,740.0,230.0,184.0,1154.0,1154,0,0,1154,0.0,0.0,1,1,3,1,6,1,2.0,480.0,0,58,0,0,0,0,11,154000,45,45,45.0,14046.0,5770,960.0,2025,6
RM,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,5,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,5,N,SBrkr,4,Typ,0,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,1990,70,0.0,10337,8,9,0.0,0.0,0.0,725.0,725.0,909,863,0,1772,0.0,0.0,2,1,3,1,7,0,2.0,816.0,0,0,0,0,0,0,5,184900,101,12,19.0,13650.0,14176,1632.0,1212,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,5,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,New,1053,20,114.0,14803,10,5,816.0,1636.0,0.0,442.0,2078.0,2084,0,0,2084,1.0,0.0,2,0,2,1,7,1,3.0,1220.0,188,45,0,0,0,0,6,385000,4,3,4.0,21234.0,20840,3660.0,12,14
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,5,N,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2877,30,50.0,8765,4,6,0.0,285.0,0.0,666.0,951.0,951,0,0,951,0.0,0.0,1,0,2,1,6,0,1.0,327.0,0,28,0,0,0,0,4,106500,75,61,75.0,11022.0,3804,327.0,4575,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,497,60,106.0,12720,8,5,150.0,1173.0,0.0,282.0,1455.0,1466,1221,0,2687,1.0,0.0,2,1,4,1,10,2,3.0,810.0,252,30,0,0,0,0,9,327000,11,11,11.0,18104.0,21496,2430.0,121,20
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,GdPrv,None,WD ,514,20,85.0,11128,9,5,198.0,2158.0,0.0,300.0,2458.0,2490,0,0,2490,1.0,0.0,2,0,2,1,9,2,3.0,795.0,70,226,0,0,0,0,10,468000,6,5,6.0,17365.0,22410,2385.0,30,18
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,3,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,3,Y,FuseA,3,Typ,0,Detchd,Unf,2,TA,Y,None,None,None,WD ,759,50,60.0,5160,6,6,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,1666,0.0,0.0,1,0,3,1,4,0,1.0,384.0,0,0,148,0,0,0,8,135000,84,61,84.0,8562.0,9996,384.0,5124,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2474,20,63.0,13072,6,5,0.0,0.0,0.0,1141.0,1141.0,1141,0,0,1141,0.0,0.0,1,1,3,1,6,0,2.0,484.0,0,0,0,0,0,0,3,142500,6,6,6.0,15838.0,6846,968.0,36,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,1193,60,73.0,8814,5,6,0.0,732.0,0.0,0.0,732.0,732,732,0,1464,0.0,0.0,1,1,4,1,7,0,2.0,470.0,0,40,0,0,0,0,6,141000,43,43,43.0,11520.0,7320,940.0,1849,7
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,3,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,None,None,0,None,N,None,None,None,WD ,1415,190,70.0,7000,5,7,0.0,969.0,0.0,148.0,1117.0,820,527,0,1347,1.0,0.0,1,0,3,1,5,0,0.0,0.0,85,0,148,0,0,0,1,107500,101,20,101.0,9697.0,6735,0.0,2020,5
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,3,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,3,N,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2048,190,59.0,4484,5,6,0.0,485.0,0.0,187.0,672.0,778,504,0,1282,1.0,0.0,1,0,2,1,4,0,1.0,240.0,0,88,0,0,0,0,7,108500,69,32,69.0,6766.0,6410,240.0,2208,4
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,Fin,3,TA,Y,None,None,None,WD ,2483,60,0.0,9019,6,5,0.0,274.0,0.0,362.0,636.0,636,684,0,1320,0.0,0.0,2,1,3,1,6,0,2.0,472.0,0,40,0,0,0,0,7,150000,17,17,17.0,11487.0,7920,944.0,289,12
C (all),Grvl,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,2,TA,PConc,Fa,Fa,No,Unf,Unf,GasA,2,N,SBrkr,3,Typ,0,None,None,0,None,N,None,None,None,WD ,2883,50,60.0,8520,3,5,0.0,0.0,0.0,216.0,216.0,576,360,0,936,0.0,0.0,1,0,2,1,6,0,0.0,0.0,0,0,0,0,0,0,4,78000,95,61,95.0,9672.0,2808,0.0,5795,6
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,ConLD,1111,20,92.0,11932,8,5,186.0,0.0,0.0,1580.0,1580.0,1580,0,0,1580,0.0,0.0,2,0,3,1,7,0,3.0,830.0,0,24,0,0,0,0,6,235128,4,3,3.0,16132.0,12640,2490.0,12,14
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Wd Sdng,None,3,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,3,Y,SBrkr,3,Min2,0,Attchd,Fin,3,TA,Y,None,None,None,WD ,1450,20,40.0,14330,5,6,0.0,88.0,596.0,180.0,864.0,1558,0,0,1558,1.0,0.0,2,0,2,1,5,0,2.0,440.0,140,0,239,0,227,0,8,163000,36,10,36.0,17798.0,7790,880.0,360,10
RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,CBlock,None,None,None,None,None,GasA,3,N,SBrkr,3,Min1,0,Detchd,Unf,3,TA,N,None,None,None,ConLD,274,30,67.0,8777,3,6,0.0,0.0,0.0,0.0,0.0,640,0,0,640,0.0,0.0,1,0,2,1,5,0,1.0,240.0,0,0,0,0,0,0,4,84900,66,4,66.0,9657.0,1920,240.0,264,5
